chunk,position,token,token_id,word,p_keep,kept
0,83,open,14087,open,0.805239,1
0,84,house,13215,house,0.832627,1
0,85,",",117,",",0.010172,1
0,86,and,10111,and,0.015723,0
0,87,finally,21256,finally,0.146809,0
0,88,the,10105,the,0.000284,0
0,89,plan,13065,plan,0.845432,1
0,90,for,10142,for,0.335418,1
0,91,the,10105,the,0.000234,0
0,92,temporary,43270,temporary,0.987496,1
0,93,reading,32432,reading,0.998192,1
0,94,room,19555,room,0.996491,1
0,95,.,119,.,0.276958,1
0,96,Does,69841,Does,0.004941,0
0,97,any,11178,anybody,0.013581,0
0,98,##body,38078,anybody,0.015192,0
0,99,want,21528,want,0.024074,0
0,100,to,10114,to,0.084518,0
0,101,add,42852,add,0.699155,1
0,102,anything,42819,anything,0.360990,1
0,103,before,11360,before,0.851589,1
0,104,we,11951,we,0.035855,0
0,105,begin,16135,begin,0.665147,1
0,106,?,136,?,0.904249,1
0,107,[NEW0],119547,"
",0.331100,1
0,108,Daniel,11792,Daniel,0.358324,1
0,109,:,131,:,0.144031,0
0,110,Just,17116,Just,0.003172,0
0,111,one,10464,one,0.112388,0
0,112,small,12474,small,0.437285,1
0,113,thing,40414,thing,0.363241,1
0,114,.,119,.,0.041997,1
0,115,I,146,I,0.000488,0
0,116,',112,',0.001518,0
0,117,d,172,d,0.002002,0
0,118,like,11850,like,0.003623,0
0,119,to,10114,to,0.021193,0
0,120,mention,33507,mention,0.505520,1
0,121,the,10105,the,0.000846,0
0,122,parking,23975,parking,0.992457,1
0,123,situation,18586,situation,0.924526,1
0,124,at,10160,at,0.085229,0
0,125,the,10105,the,0.001540,0
0,126,end,11572,end,0.471517,1
0,127,",",117,",",0.016782,1
0,128,because,12373,because,0.006563,0
0,129,the,10105,the,0.000163,0
0,130,contract,16108,contractor,0.912542,1
0,131,##or,10667,contractor,0.919221,1
0,132,asked,22151,asked,0.667966,1
0,133,about,10978,about,0.057645,0
0,134,it,10271,it,0.035947,0
0,135,ye,11023,yesterday,0.619489,1
0,136,##ster,12765,yesterday,0.603926,1
0,137,##day,24558,yesterday,0.567353,1
0,138,.,119,.,0.532412,1
0,139,[NEW0],119547,"
",0.229061,1
0,140,Maria,11066,Maria,0.342572,1
0,141,:,131,:,0.161093,0
0,142,Sur,14453,Sure,0.018760,0
0,143,##e,10112,Sure,0.012062,0
0,144,",",117,",",0.002085,1
0,145,we,11951,we,0.001511,0
0,146,can,10944,can,0.017838,0
0,147,add,42852,add,0.608147,1
0,148,that,10189,that,0.018507,0
0,149,as,10146,as,0.225656,1
0,150,the,10105,the,0.000575,0
0,151,last,12469,last,0.909108,1
0,152,item,48438,item,0.865904,1
0,153,.,119,.,0.296251,1
0,154,Pri,30797,Priya,0.430126,1
0,155,##ya,10679,Priya,0.455069,1
0,156,",",117,",",0.022437,1
0,157,do,10149,do,0.001123,0
0,158,you,13028,you,0.000729,0
0,159,want,21528,want,0.010666,0
0,160,to,10114,to,0.027324,0
0,161,start,15148,start,0.821285,1
0,162,with,10169,with,0.600064,1
0,163,the,10105,the,0.001075,0
0,164,budget,25293,budget,0.966789,1
0,165,?,136,?,0.833639,1
0,166,[NEW0],119547,"
",0.111156,1
0,167,Pri,30797,Priya,0.086394,0
0,168,##ya,10679,Priya,0.108530,0
0,169,:,131,:,0.066471,0
0,170,Yes,40690,Yes,0.115271,0
0,171,",",117,",",0.032541,1
0,172,thanks,69892,thanks,0.368116,1
0,173,.,119,.,0.569292,1
0,174,So,12882,So,0.000897,0
0,175,",",117,",",0.002215,1
0,176,the,10105,the,0.000229,0
0,177,short,13716,short,0.241550,1
0,178,version,11674,version,0.269296,1
0,179,is,10124,is,0.007564,0
0,180,that,10189,that,0.000135,0
0,181,we,11951,we,0.005943,0
0,182,are,10301,are,0.003019,0
0,183,still,12647,still,0.359499,1
0,184,within,12381,within,0.742759,1
0,185,the,10105,the,0.000313,0
0,186,approved,29855,approved,0.944676,1
0,187,budget,25293,budget,0.945188,1
0,188,",",117,",",0.016016,1
0,189,but,10473,but,0.017653,0
0,190,the,10105,the,0.000238,0
0,191,margin,53388,margin,0.963747,1
0,192,is,10124,is,0.007875,0
0,193,getting,34875,getting,0.037253,0
0,194,smaller,23309,smaller,0.958771,1
0,195,.,119,.,0.556732,1
0,196,The,10117,The,0.000215,0
0,197,original,11364,original,0.979786,1
0,198,cont,60146,contingency,0.994993,1
0,199,##ingen,13563,contingency,0.994455,1
0,200,##cy,11710,contingency,0.994729,1
0,201,was,10134,was,0.148733,0
0,202,four,11598,four,0.988989,1
0,203,hundred,34242,hundred,0.956600,1
0,204,and,10111,and,0.507053,1
0,205,fifty,65389,fifty,0.985653,1
0,206,thousand,46634,thousand,0.991244,1
0,207,dollars,27953,dollars,0.949706,1
0,208,.,119,.,0.042951,1
0,209,After,11301,After,0.577096,1
0,210,the,10105,the,0.000146,0
0,211,change,15453,change,0.727594,1
0,212,orders,31303,orders,0.737102,1
0,213,for,10142,for,0.220165,1
0,214,the,10105,the,0.000140,0
0,215,roof,33347,roof,0.851846,1
0,216,drainage,99151,drainage,0.848652,1
0,217,and,10111,and,0.044643,0
0,218,the,10105,the,0.000120,0
0,219,new,10751,new,0.772362,1
0,220,fire,13559,fire,0.862402,1
0,221,ala,21739,alarm,0.878364,1
0,222,##rm,19341,alarm,0.894785,1
0,223,panel,36387,panel,0.867894,1
0,224,",",117,",",0.005070,1
0,225,we,11951,we,0.002703,0
0,226,have,10529,have,0.009185,0
0,227,about,10978,about,0.199541,1
0,228,two,10551,two,0.983350,1
0,229,hundred,34242,hundred,0.949906,1
0,230,and,10111,and,0.481308,1
0,231,ten,11769,ten,0.981706,1
0,232,thousand,46634,thousand,0.986957,1
0,233,left,12153,left,0.941555,1
0,234,.,119,.,0.084975,1
0,235,The,10117,The,0.000218,0
0,236,roof,33347,roof,0.708941,1
0,237,drainage,99151,drainage,0.725279,1
0,238,alone,24087,alone,0.331151,1
0,239,was,10134,was,0.059358,0
0,240,",",117,",",0.011158,1
0,241,u,189,uh,0.000583,0
0,242,##h,10237,uh,0.001415,0
0,243,",",117,",",0.019581,0
0,244,eight,16222,eighty,0.971005,1
0,245,##y,10157,eighty,0.962329,1
0,246,-,118,-,0.933892,1
0,247,seven,15767,seven,0.967630,1
0,248,thousand,46634,thousand,0.960677,1
0,249,",",117,",",0.050859,1
0,250,which,10319,which,0.000361,0
0,251,was,10134,was,0.000763,0
0,252,more,10798,more,0.801934,1
0,253,than,11084,than,0.481784,1
0,254,we,11951,we,0.035592,0
0,255,expected,25973,expected,0.516030,1
0,256,",",117,",",0.038879,1
0,257,because,12373,because,0.015110,0
0,258,the,10105,the,0.000143,0
0,259,old,12898,old,0.871642,1
0,260,pipe,82153,pipes,0.851674,1
0,261,##s,10107,pipes,0.874673,1
0,262,were,10309,were,0.008564,0
0,263,in,10106,in,0.049509,0
0,264,much,13172,much,0.001622,0
0,265,worse,110353,worse,0.825363,1
0,266,shape,31260,shape,0.622769,1
0,267,than,11084,than,0.178704,1
0,268,the,10105,the,0.000148,0
0,269,survey,35035,survey,0.406897,1
0,270,showed,27463,showed,0.121921,0
0,271,.,119,.,0.547101,1
0,272,[NEW0],119547,"
",0.199754,1
0,273,Daniel,11792,Daniel,0.230960,1
0,274,:,131,:,0.103089,0
0,275,Was,22034,Was,0.006204,0
0,276,that,10189,that,0.002727,0
0,277,the,10105,the,0.000477,0
0,278,cast,18922,cast,0.982125,1
0,279,iron,32374,iron,0.985906,1
0,280,section,14893,section,0.973292,1
0,281,on,10135,on,0.095892,0
0,282,the,10105,the,0.000797,0
0,283,north,12756,north,0.967557,1
0,284,side,12250,side,0.937691,1
0,285,?,136,?,0.846342,1
0,286,[NEW0],119547,"
",0.191898,1
0,287,Pri,30797,Priya,0.167583,0
0,288,##ya,10679,Priya,0.189169,0
0,289,:,131,:,0.099971,0
0,290,Ex,27746,Exactly,0.015149,0
0,291,##act,98974,Exactly,0.006158,0
0,292,##ly,10454,Exactly,0.011899,0
0,293,",",117,",",0.017606,1
0,294,the,10105,the,0.001776,0
0,295,north,12756,north,0.377823,1
0,296,side,12250,side,0.363757,1
0,297,.,119,.,0.075737,1
0,298,The,10117,The,0.000374,0
0,299,inspector,104701,inspector,0.748202,1
0,300,said,12415,said,0.267151,1
0,301,that,10189,that,0.000215,0
0,302,it,10271,it,0.010753,0
0,303,would,10894,would,0.038577,0
0,304,not,10472,not,0.443214,1
0,305,pass,23392,pass,0.797811,1
0,306,code,16964,code,0.840115,1
0,307,",",117,",",0.024095,1
0,308,so,10380,so,0.001385,0
0,309,there,11155,there,0.002392,0
0,310,really,30181,really,0.000548,0
0,311,wasn,65390,wasn,0.096488,0
0,312,',112,',0.081350,0
0,313,t,188,t,0.187071,1
0,314,a,169,a,0.063057,0
0,315,choice,30865,choice,0.468527,1
0,316,.,119,.,0.035529,1
0,317,The,10117,The,0.000214,0
0,318,fire,13559,fire,0.952361,1
0,319,ala,21739,alarm,0.957268,1
0,320,##rm,19341,alarm,0.963775,1
0,321,panel,36387,panel,0.968857,1
0,322,was,10134,was,0.037710,0
0,323,around,12166,around,0.326647,1
0,324,sixty,104817,sixty,0.988867,1
0,325,thousand,46634,thousand,0.986965,1
0,326,",",117,",",0.036318,1
0,327,and,10111,and,0.006446,0
0,328,the,10105,the,0.000299,0
0,329,rest,17333,rest,0.678640,1
0,330,came,13383,came,0.043782,0
0,331,from,10188,from,0.569573,1
0,332,smaller,23309,smaller,0.933500,1
0,333,items,34109,items,0.913828,1
0,334,",",117,",",0.040519,1
0,335,like,11850,like,0.193528,1
0,336,the,10105,the,0.000173,0
0,337,extra,19868,extra,0.787962,1
0,338,electrical,50323,electrical,0.958368,1
0,339,out,10950,outlets,0.966809,1
0,340,##lets,36630,outlets,0.972138,1
0,341,in,10106,in,0.144309,0
0,342,the,10105,the,0.000149,0
0,343,study,14687,study,0.928504,1
0,344,rooms,34157,rooms,0.934652,1
0,345,and,10111,and,0.019979,0
0,346,the,10105,the,0.000134,0
0,347,accessible,38558,accessible,0.734036,1
0,348,door,10522,door,0.964472,1
0,349,open,14087,openers,0.978139,1
0,350,##ers,10901,openers,0.983852,1
0,351,.,119,.,0.327579,1
0,352,[NEW0],119547,"
",0.161582,1
0,353,Maria,11066,Maria,0.285156,1
0,354,:,131,:,0.126851,0
0,355,Ok,84591,Okay,0.041525,0
0,356,##ay,13998,Okay,0.022328,0
0,357,.,119,.,0.032296,1
0,358,And,12689,And,0.000731,0
0,359,do,10149,do,0.002431,0
0,360,we,11951,we,0.003342,0
0,361,ex,11419,expect,0.475791,1
0,362,##pect,51511,expect,0.603491,1
0,363,any,11178,any,0.116102,0
0,364,other,10684,other,0.493603,1
0,365,big,22185,big,0.489010,1
0,366,change,15453,change,0.916458,1
0,367,orders,31303,orders,0.943415,1
0,368,before,11360,before,0.762245,1
0,369,the,10105,the,0.004252,0
0,370,end,11572,end,0.899838,1
0,371,of,10108,of,0.377230,1
0,372,the,10105,the,0.038830,0
0,373,year,10924,year,0.715255,1
0,374,?,136,?,0.943057,1
0,375,[NEW0],119547,"
",0.203615,1
0,376,Pri,30797,Priya,0.179063,1
0,377,##ya,10679,Priya,0.208713,1
0,378,:,131,:,0.090799,0
0,379,The,10117,The,0.003501,0
0,380,one,10464,one,0.019195,0
0,381,I,146,I,0.001235,0
0,382,',112,',0.001743,0
0,383,m,181,m,0.001661,0
0,384,wo,12796,worried,0.513673,1
0,385,##rri,24874,worried,0.514468,1
0,386,##ed,10336,worried,0.543387,1
0,387,about,10978,about,0.354638,1
0,388,is,10124,is,0.038130,0
0,389,the,10105,the,0.002751,0
0,390,elevato,107615,elevator,0.985897,1
0,391,##r,10129,elevator,0.985782,1
0,392,.,119,.,0.657727,1
0,393,The,10117,The,0.000284,0
0,394,manufacturer,56961,manufacturer,0.826169,1
0,395,told,21937,told,0.178464,1
0,396,us,19626,us,0.044428,0
0,397,last,12469,last,0.204935,1
0,398,week,16118,week,0.179774,1
0,399,that,10189,that,0.000579,0
0,400,the,10105,the,0.000363,0
0,401,ca,11135,cab,0.967784,1
0,402,##b,10457,cab,0.959733,1
0,403,they,10689,they,0.017599,0
0,404,quoted,70676,quoted,0.244168,1
0,405,is,10124,is,0.031631,0
0,406,discontinued,71086,discontinued,0.982292,1
0,407,",",117,",",0.027590,1
0,408,and,10111,and,0.004923,0
0,409,the,10105,the,0.000181,0
0,410,replacement,41636,replacement,0.984733,1
0,411,model,13192,model,0.955673,1
0,412,is,10124,is,0.045898,0
0,413,about,10978,about,0.195485,1
0,414,twenty,26051,twenty,0.988462,1
0,415,-,118,-,0.960335,1
0,416,five,12403,five,0.988012,1
0,417,thousand,46634,thousand,0.993304,1
0,418,more,10798,more,0.910954,1
0,419,.,119,.,0.592199,1
0,420,I,146,I,0.000586,0
0,421,',112,',0.001766,0
0,422,ve,10323,ve,0.002528,0
0,423,asked,22151,asked,0.526043,1
0,424,them,11345,them,0.050752,0
0,425,for,10142,for,0.460879,1
0,426,a,169,a,0.005406,0
0,427,written,13398,written,0.849390,1
0,428,quo,48718,quote,0.952864,1
0,429,##te,10216,quote,0.947741,1
0,430,",",117,",",0.012741,1
0,431,and,10111,and,0.003354,0
0,432,I,146,I,0.000369,0
0,433,should,14819,should,0.039600,0
0,434,have,10529,have,0.215605,1
0,435,it,10271,it,0.058269,0
0,436,by,10155,by,0.776445,1
0,437,Friday,30767,Friday,0.969333,1
0,438,.,119,.,0.337798,1
0,439,If,14535,If,0.318853,1
0,440,that,10189,that,0.010466,0
0,441,comes,21405,comes,0.153452,0
0,442,in,10106,in,0.116598,0
0,443,as,10146,as,0.153453,0
0,444,expected,25973,expected,0.442787,1
0,445,",",117,",",0.005646,1
0,446,we,11951,we,0.001714,0
0,447,would,10894,would,0.017083,0
0,448,still,12647,still,0.258294,1
0,449,have,10529,have,0.073439,0
0,450,roughly,40540,roughly,0.556883,1
0,451,one,10464,one,0.938275,1
0,452,hundred,34242,hundred,0.921261,1
0,453,and,10111,and,0.607342,1
0,454,eight,16222,eighty,0.930873,1
0,455,##y,10157,eighty,0.872737,1
0,456,-,118,-,0.851645,1
0,457,five,12403,five,0.877210,1
0,458,thousand,46634,thousand,0.903077,1
0,459,in,10106,in,0.562009,1
0,460,cont,60146,contingency,0.971494,1
0,461,##ingen,13563,contingency,0.968861,1
0,462,##cy,11710,contingency,0.946966,1
0,463,",",117,",",0.032377,1
0,464,which,10319,which,0.001334,0
0,465,I,146,I,0.001587,0
0,466,think,27874,think,0.003995,0
0,467,is,10124,is,0.008933,0
0,468,oka,77146,okay,0.422074,1
0,469,##y,10157,okay,0.441613,1
0,470,",",117,",",0.024995,1
0,471,but,10473,but,0.048863,0
0,472,it,10271,it,0.001924,0
0,473,doesn,47798,doesn,0.455129,1
0,474,',112,',0.263712,1
0,475,t,188,t,0.413120,1
0,476,leave,21964,leave,0.367145,1
0,477,much,13172,much,0.235001,1
0,478,room,19555,room,0.711981,1
0,479,for,10142,for,0.628615,1
0,480,surprise,48886,surprises,0.947391,1
0,481,##s,10107,surprises,0.954444,1
0,482,in,10106,in,0.424708,1
0,483,the,10105,the,0.000675,0
0,484,basement,98924,basement,0.870921,1
0,485,.,119,.,0.275132,1
0,486,[NEW0],119547,"
",0.209725,1
0,487,Kevin,15377,Kevin,0.314486,1
0,488,:,131,:,0.098966,0
0,489,I,146,I,0.000508,0
0,490,mean,36110,mean,0.000249,0
0,491,",",117,",",0.002934,1
0,492,hon,14923,honestly,0.002096,0
0,493,##est,13051,honestly,0.001424,0
0,494,##ly,10454,honestly,0.001129,0
0,495,",",117,",",0.002462,0
0,496,the,10105,the,0.000951,0
0,497,basement,98924,basement,0.923902,1
0,498,is,10124,is,0.053986,0
0,499,where,10940,where,0.126589,0
0,500,I,146,I,0.006117,0
0,501,',112,',0.009351,0
0,502,d,172,d,0.033645,0
0,503,ex,11419,expect,0.609767,1
0,504,##pect,51511,expect,0.629626,1
0,505,surprise,48886,surprises,0.948863,1
0,506,##s,10107,surprises,0.950790,1
0,507,.,119,.,0.278610,1
0,508,[SEP],102,,0.124301,
1,0,[CLS],101,,0.000907,
1,1,Nobody,63118,Nobody,0.077861,0
1,2,has,10393,has,0.002893,0
1,3,opened,14377,opened,0.956570,1
1,4,those,12676,those,0.001360,0
1,5,walls,32343,walls,0.996895,1
1,6,since,11764,since,0.963821,1
1,7,the,10105,the,0.001118,0
1,8,nine,19964,nineteen,0.978558,1
1,9,##teen,20156,nineteen,0.958082,1
1,10,seven,15767,seventies,0.964117,1
1,11,##ties,14197,seventies,0.974423,1
1,12,.,119,.,0.058190,1
1,13,[NEW0],119547,"
",0.282313,1
1,14,Pri,30797,Priya,0.308824,1
1,15,##ya,10679,Priya,0.288811,1
1,16,:,131,:,0.115566,0
1,17,Right,23488,Right,0.053208,0
1,18,",",117,",",0.008057,1
1,19,that,10189,that,0.002513,0
1,20,',112,',0.008128,0
1,21,s,187,s,0.013521,0
1,22,my,15127,my,0.120537,0
1,23,concern,43607,concern,0.815033,1
1,24,too,16683,too,0.014005,0
1,25,.,119,.,0.048942,1
1,26,So,12882,So,0.000114,0
1,27,my,15127,my,0.007090,0
1,28,re,11639,recommendation,0.719719,1
1,29,##com,22530,recommendation,0.706964,1
1,30,##mend,101480,recommendation,0.720736,1
1,31,##ation,11809,recommendation,0.732675,1
1,32,is,10124,is,0.116565,0
1,33,that,10189,that,0.001376,0
1,34,we,11951,we,0.014831,0
1,35,hold,18500,hold,0.889015,1
1,36,off,11898,off,0.910487,1
1,37,on,10135,on,0.121864,1
1,38,the,10105,the,0.000164,0
1,39,optional,96645,optional,0.831535,1
1,40,items,34109,items,0.916108,1
1,41,",",117,",",0.074056,1
1,42,like,11850,like,0.497537,1
1,43,the,10105,the,0.000189,0
1,44,new,10751,new,0.973119,1
1,45,sign,26794,signage,0.996564,1
1,46,##age,12276,signage,0.995474,1
1,47,package,62432,package,0.847797,1
1,48,and,10111,and,0.013306,0
1,49,the,10105,the,0.000134,0
1,50,upgraded,80485,upgraded,0.979109,1
1,51,furniture,88642,furniture,0.996345,1
1,52,for,10142,for,0.559330,1
1,53,the,10105,the,0.000170,0
1,54,children,12694,children,0.956527,1
1,55,',112,',0.963743,1
1,56,s,187,s,0.951663,1
1,57,area,11168,area,0.906952,1
1,58,",",117,",",0.030389,1
1,59,until,11444,until,0.958105,1
1,60,the,10105,the,0.000137,0
1,61,basement,98924,basement,0.973528,1
1,62,demo,30776,demolition,0.989937,1
1,63,##lition,91177,demolition,0.989035,1
1,64,is,10124,is,0.005670,0
1,65,finished,15972,finished,0.884523,1
1,66,and,10111,and,0.003566,0
1,67,we,11951,we,0.006666,0
1,68,know,21852,know,0.324471,1
1,69,what,12976,what,0.197797,1
1,70,',112,',0.098745,0
1,71,s,187,s,0.138881,1
1,72,behind,17155,behind,0.602838,1
1,73,the,10105,the,0.000221,0
1,74,walls,32343,walls,0.656038,1
1,75,.,119,.,0.453689,1
1,76,[NEW0],119547,"
",0.218788,1
1,77,Maria,11066,Maria,0.232505,1
1,78,:,131,:,0.081640,0
1,79,That,13646,That,0.002215,0
1,80,sounds,55434,sounds,0.091591,0
1,81,reason,27949,reasonable,0.329065,1
1,82,##able,13096,reasonable,0.322874,1
1,83,to,10114,to,0.036574,0
1,84,me,10911,me,0.011006,0
1,85,.,119,.,0.030522,1
1,86,Does,69841,Does,0.006444,0
1,87,anyone,51747,anyone,0.093577,0
1,88,object,29331,object,0.512329,1
1,89,to,10114,to,0.464920,1
1,90,post,11841,postponing,0.722121,1
1,91,##pon,27119,postponing,0.773542,1
1,92,##ing,10230,postponing,0.753355,1
1,93,the,10105,the,0.000228,0
1,94,sign,26794,signage,0.944927,1
1,95,##age,12276,signage,0.947010,1
1,96,and,10111,and,0.109842,0
1,97,the,10105,the,0.000173,0
1,98,furniture,88642,furniture,0.937374,1
1,99,decision,19231,decision,0.810250,1
1,100,until,11444,until,0.785714,1
1,101,after,10662,after,0.931581,1
1,102,demo,30776,demolition,0.932834,1
1,103,##lition,91177,demolition,0.925938,1
1,104,?,136,?,0.916178,1
1,105,No,10657,No,0.399029,1
1,106,?,136,?,0.767706,1
1,107,Ok,84591,Okay,0.009012,0
1,108,##ay,13998,Okay,0.003603,0
1,109,",",117,",",0.002840,1
1,110,let,13595,let,0.001576,0
1,111,',112,',0.005926,0
1,112,s,187,s,0.009296,0
1,113,record,12410,record,0.605439,1
1,114,that,10189,that,0.016772,0
1,115,as,10146,as,0.431748,1
1,116,a,169,a,0.011075,0
1,117,decision,19231,decision,0.631986,1
1,118,.,119,.,0.244286,1
1,119,Pri,30797,Priya,0.196538,1
1,120,##ya,10679,Priya,0.197746,1
1,121,",",117,",",0.015170,1
1,122,can,10944,can,0.003418,0
1,123,you,13028,you,0.001651,0
1,124,send,45567,send,0.276981,1
1,125,a,169,a,0.000777,0
1,126,short,13716,short,0.532289,1
1,127,summary,70585,summary,0.871749,1
1,128,to,10114,to,0.385166,1
1,129,the,10105,the,0.000359,0
1,130,board,17936,board,0.472106,1
1,131,?,136,?,0.472477,1
1,132,[NEW0],119547,"
",0.136622,1
1,133,Pri,30797,Priya,0.141477,1
1,134,##ya,10679,Priya,0.137208,1
1,135,:,131,:,0.057899,0
1,136,Yes,40690,Yes,0.083767,0
1,137,",",117,",",0.009050,1
1,138,I,146,I,0.001908,0
1,139,',112,',0.006298,0
1,140,ll,22469,ll,0.014276,0
1,141,send,45567,send,0.236169,1
1,142,it,10271,it,0.035198,0
1,143,tom,19132,tomorrow,0.875003,1
1,144,##or,10667,tomorrow,0.856928,1
1,145,##row,21454,tomorrow,0.855031,1
1,146,morning,28757,morning,0.323250,1
1,147,.,119,.,0.068152,1
1,148,[NEW0],119547,"
",0.135783,1
1,149,Maria,11066,Maria,0.141589,1
1,150,:,131,:,0.060420,0
1,151,Great,12592,Great,0.057249,0
1,152,.,119,.,0.040296,1
1,153,Next,24721,Next,0.155411,1
1,154,item,48438,item,0.103001,0
1,155,",",117,",",0.010523,1
1,156,the,10105,the,0.000282,0
1,157,construction,13407,construction,0.992412,1
1,158,schedule,52561,schedule,0.980414,1
1,159,.,119,.,0.119860,1
1,160,Kevin,15377,Kevin,0.194800,1
1,161,?,136,?,0.156165,1
1,162,[NEW0],119547,"
",0.108680,1
1,163,Kevin,15377,Kevin,0.105335,0
1,164,:,131,:,0.048200,0
1,165,Sur,14453,Sure,0.019470,0
1,166,##e,10112,Sure,0.017901,0
1,167,.,119,.,0.023338,1
1,168,So,12882,So,0.000561,0
1,169,",",117,",",0.001553,1
1,170,the,10105,the,0.000122,0
1,171,good,15198,good,0.214234,1
1,172,news,14424,news,0.245664,1
1,173,is,10124,is,0.005727,0
1,174,that,10189,that,0.000209,0
1,175,the,10105,the,0.000151,0
1,176,roof,33347,roof,0.951878,1
1,177,is,10124,is,0.015272,0
1,178,done,20378,done,0.876459,1
1,179,and,10111,and,0.003546,0
1,180,the,10105,the,0.000116,0
1,181,building,12585,building,0.706637,1
1,182,is,10124,is,0.018749,0
1,183,weather,35660,weather,0.954035,1
1,184,tight,85202,tight,0.969108,1
1,185,",",117,",",0.007812,1
1,186,which,10319,which,0.000198,0
1,187,was,10134,was,0.001223,0
1,188,the,10105,the,0.000165,0
1,189,big,22185,big,0.311143,1
1,190,miles,14148,milestone,0.580799,1
1,191,##tone,20124,milestone,0.516738,1
1,192,before,11360,before,0.780273,1
1,193,winter,25977,winter,0.806353,1
1,194,.,119,.,0.389349,1
1,195,The,10117,The,0.000075,0
1,196,bad,15838,bad,0.175663,1
1,197,news,14424,news,0.195875,1
1,198,is,10124,is,0.003520,0
1,199,that,10189,that,0.000124,0
1,200,we,11951,we,0.002033,0
1,201,',112,',0.007787,0
1,202,re,11639,re,0.006757,0
1,203,about,10978,about,0.145116,1
1,204,three,11003,three,0.981126,1
1,205,weeks,20750,weeks,0.986198,1
1,206,behind,17155,behind,0.885294,1
1,207,on,10135,on,0.435211,1
1,208,the,10105,the,0.000124,0
1,209,interior,14806,interior,0.956538,1
1,210,fram,16340,framing,0.966010,1
1,211,##ing,10230,framing,0.954918,1
1,212,.,119,.,0.522226,1
1,213,Part,14768,Part,0.044282,0
1,214,of,10108,of,0.024335,0
1,215,that,10189,that,0.001011,0
1,216,is,10124,is,0.007843,0
1,217,the,10105,the,0.000104,0
1,218,drainage,99151,drainage,0.921173,1
1,219,work,11424,work,0.907182,1
1,220,we,11951,we,0.000481,0
1,221,just,12820,just,0.000727,0
1,222,talk,31311,talked,0.007384,0
1,223,##ed,10336,talked,0.009806,0
1,224,about,10978,about,0.015473,0
1,225,",",117,",",0.005996,1
