chunk,position,token,token_id,word,p_keep,kept
0,101,有,4461,有,0.070212,0
0,102,保,2312,保,0.840942,1
0,103,留,5625,留,0.838629,1
0,104,下,2079,下,0.361702,1
0,105,來,2278,來,0.230455,1
0,106,。,1882,。,0.906799,1
0,107,不,2080,不,0.044842,0
0,108,過,7758,過,0.004722,0
0,109,有,4461,有,0.041289,0
0,110,一,2072,一,0.071740,0
0,111,個,2333,個,0.055359,0
0,112,問,2893,問,0.740486,1
0,113,題,8398,題,0.786015,1
0,114,，,10064,，,0.049407,1
0,115,如,3241,如,0.082466,0
0,116,果,4522,果,0.116431,0
0,117,pro,11284,prompt,0.935936,1
0,118,##mpt,109361,prompt,0.926471,1
0,119,裡,7113,裡,0.099120,0
0,120,面,8335,面,0.138652,0
0,121,有,4461,有,0.306206,1
0,122,程,5969,程,0.862641,1
0,123,式,3709,式,0.873070,1
0,124,碼,5877,碼,0.861386,1
0,125,，,10064,，,0.068583,1
0,126,壓,3160,壓,0.891107,1
0,127,縮,6273,縮,0.871678,1
0,128,之,2120,之,0.138396,0
0,129,後,3770,後,0.391690,1
0,130,code,16964,code,0.888420,1
0,131,就,3472,就,0.052443,0
0,132,壞,3163,壞,0.929279,1
0,133,掉,4148,掉,0.792807,1
0,134,了,2146,了,0.259994,1
0,135,，,10064,，,0.046709,1
0,136,例,2280,例,0.401197,1
0,137,如,3241,如,0.300977,1
0,138,這,7734,這,0.187067,0
0,139,段,4823,段,0.287087,1
0,140,：,10078,：,0.246876,1
0,141,[NEW0],119547,"
",0.863746,1
0,142,[NEW0],119547,"
",0.001466,0
0,143,[SEP],102,,0.854516,
1,0,[CLS],101,,0.000433,
1,1,[NEW0],119547,"
",0.009922,1
1,2,[NEW0],119547,"
",0.902845,0
1,3,Kevin,15377,Kevin,0.989815,1
1,4,：,10078,：,0.311844,1
1,5,I,146,I,0.099721,0
1,6,see,12888,see,0.680644,1
1,7,.,119,.,0.223949,1
1,8,So,12882,So,0.002876,0
1,9,the,10105,the,0.001575,0
1,10,code,16964,code,0.999058,1
1,11,block,27242,block,0.999294,1
1,12,should,14819,should,0.353944,1
1,13,be,10347,be,0.177597,0
1,14,kept,26546,kept,0.960835,1
1,15,exactly,62136,exactly,0.242966,0
1,16,as,10146,as,0.276074,1
1,17,it,10271,it,0.086661,0
1,18,is,10124,is,0.074874,0
1,19,",",117,",",0.022961,1
1,20,and,10111,and,0.002585,0
1,21,only,10893,only,0.359572,1
1,22,the,10105,the,0.000677,0
1,23,normal,16626,normal,0.996423,1
1,24,text,15541,text,0.996364,1
1,25,around,12166,around,0.152336,0
1,26,it,10271,it,0.027782,0
1,27,should,14819,should,0.274118,1
1,28,be,10347,be,0.235782,0
1,29,com,10212,compressed,0.998074,1
1,30,##pressed,96616,compressed,0.997597,1
1,31,.,119,.,0.028674,1
1,32,另,2749,另,0.391867,1
1,33,外,3189,外,0.306013,1
1,34,，,10064,，,0.101132,1
1,35,像,2395,像,0.003236,0
1,36,[SEP],102,,0.590962,
2,0,[CLS],101,,0.000580,
2,1,這,7734,這,0.017776,0
2,2,種,5980,種,0.023723,0
2,3,in,10106,inline,0.997427,1
2,4,##line,12953,inline,0.998907,1
2,5,code,16964,code,0.998979,1
2,6,也,2135,也,0.015790,0
2,7,不,2080,不,0.744215,1
2,8,應,3956,應,0.419907,0
2,9,該,7208,該,0.167457,0
2,10,被,7098,被,0.188663,0
2,11,切,2535,切,0.912184,1
2,12,掉,4148,掉,0.879778,1
2,13,。,1882,。,0.183103,1
2,14,[NEW0],119547,"
",0.891249,1
2,15,Amy,23149,Amy,0.978716,1
2,16,：,10078,：,0.349498,1
2,17,沒,4910,沒,0.781012,1
2,18,錯,7985,錯,0.795669,1
2,19,。,1882,。,0.176655,1
2,20,還,7789,還,0.011637,0
2,21,有,4461,有,0.024903,0
2,22,，,10064,，,0.014550,0
2,23,中,2104,中,0.997284,1
2,24,文,4313,文,0.955856,1
2,25,和,2833,和,0.223921,0
2,26,英,6715,英,0.994826,1
2,27,文,4313,文,0.978491,1
2,28,混,5055,混,0.735962,1
2,29,在,3031,在,0.183575,0
2,30,一,2072,一,0.128370,0
2,31,起,7533,起,0.105320,0
2,32,的,5718,的,0.041824,0
2,33,時,4388,時,0.040725,0
2,34,候,2339,候,0.077365,0
2,35,，,10064,，,0.027126,1
2,36,標,4720,標,0.995224,1
2,37,點,8809,點,0.994904,1
2,38,符,6061,符,0.995462,1
2,39,號,6951,號,0.995372,1
2,40,的,5718,的,0.178064,0
2,41,處,6946,處,0.964511,1
2,42,理,5515,理,0.966082,1
2,43,也,2135,也,0.054045,0
2,44,要,7139,要,0.265101,0
2,45,注,4949,注,0.738453,1
2,46,意,3906,意,0.743108,1
2,47,，,10064,，,0.058282,1
2,48,不,2080,不,0.140904,0
2,49,然,5322,然,0.084178,0
2,50,輸,7626,輸,0.806446,1
2,51,出,2527,出,0.766721,1
2,52,會,4459,會,0.123528,0
2,53,很,3767,很,0.052573,0
2,54,奇,3212,奇,0.786620,1
2,55,怪,3826,怪,0.807787,1
2,56,，,10064,，,0.040578,0
2,57,像,2395,像,0.264790,0
2,58,是,4380,是,0.029424,0
2,59,「,1890,「,0.590619,0
2,60,，,10064,，,0.446513,0
2,61,。,1882,。,0.376497,1
2,62,」,1891,」,0.339718,0
2,63,連,7742,連,0.564570,0
2,64,在,3031,在,0.220275,0
2,65,一,2072,一,0.298158,0
2,66,起,7533,起,0.292480,0
2,67,。,1882,。,0.944094,0
2,68,[NEW0],119547,"
",0.948758,1
2,69,Kevin,15377,Kevin,0.981260,1
2,70,：,10078,：,0.330352,1
2,71,OK,47168,OK,0.326316,0
2,72,",",117,",",0.036300,0
2,73,let,13595,let,0.011342,0
2,74,',112,',0.007503,0
2,75,s,187,s,0.016760,0
2,76,make,13086,make,0.217331,0
2,77,that,10189,that,0.002273,0
2,78,the,10105,the,0.001075,0
2,79,first,10422,first,0.996731,1
2,80,priority,92602,priority,0.995426,1
2,81,for,10142,for,0.100201,0
2,82,next,13451,next,0.997400,1
2,83,week,16118,week,0.997183,1
2,84,.,119,.,0.104236,1
2,85,我,3976,我,0.016333,0
2,86,會,4459,會,0.049428,0
2,87,先,2431,先,0.583278,1
2,88,寫,3435,寫,0.926914,1
2,89,測,5084,測,0.984423,1
2,90,試,7201,試,0.984821,1
2,91,，,10064,，,0.038615,1
2,92,then,11059,then,0.122406,0
2,93,Amy,23149,Amy,0.958449,1
2,94,can,10944,can,0.078550,0
2,95,review,17030,review,0.993722,1
2,96,the,10105,the,0.003474,0
2,97,pull,80870,pull,0.977737,1
2,98,request,37449,request,0.995328,1
2,99,on,10135,on,0.089612,0
2,100,Friday,30767,Friday,0.996989,1
2,101,.,119,.,0.145846,1
2,102,有,4461,有,0.144439,0
2,103,其,2460,其,0.759608,1
2,104,他,2196,他,0.784597,1
2,105,問,2893,問,0.948992,1
2,106,題,8398,題,0.947611,1
2,107,嗎,2936,嗎,0.567018,1
2,108,？,10083,？,0.859552,1
2,109,沒,4910,沒,0.580994,1
2,110,有,4461,有,0.503687,0
2,111,的,5718,的,0.116452,0
2,112,話,7207,話,0.250098,0
2,113,，,10064,，,0.057000,1
2,114,今,2187,今,0.690942,1
2,115,天,3198,天,0.658131,1
2,116,就,3472,就,0.065361,0
2,117,先,2431,先,0.563410,0
2,118,到,2555,到,0.423464,0
2,119,這,7734,這,0.392284,0
2,120,裡,7113,裡,0.377303,0
2,121,，,10064,，,0.107670,1
2,122,thanks,69892,thanks,0.977311,1
2,123,everyone,48628,everyone,0.920103,1
2,124,!,106,!,0.763103,1
2,125,[NEW0],119547,"
",0.000101,1
2,126,[SEP],102,,0.904599,
